vera_jid,facility_uid,facility_name,year,rated_capacity
47157001,43CNT07907906009,SHELBY COUNTY DIVISION OF CORRECTIONS,2014,3706.0
47157001,43CNT07907906010,,2018,6625.0
47157001,43CNT07907906100,,1978,1274.0
47157001,43CNT07907906200,SHELBY COUNTY SHERIFFS OFFICE,2017,3177.0
47157001,43CNT07907909000,SHELBY COUNTY,1993,
47159001,43CNT08008006000,,1992,20.0
47159001,43CNT08008006100,Smith County Sheriff's Office and Jail,2013,128.0
47161001,43CNT08108106100,Stewart Co. Jail,2013,18.0
47163003,43CNT08208206000,SULLIVAN COUNTY JAIL,2006,383.0
47163003,43CNT08208206100,,2018,619.0
47163003,43CNT08208206200,SULLIVAN COUNTY JAIL ANNEX,1993,96.0
47163003,43CNT08208209000,SULLIVAN COUNTY,1993,
47165001,43CNT08308306000,SUMNER COUNTY,2004,245.0
47165001,43CNT08308306100,,2018,832.0
47167001,43CNT08408406000,TIPTON COUNTY JAIL,2006,722.0
47167001,43CNT08408406099,TIPTON COUNTY JAIL,2014,122.0
47167001,43CNT08408406100,Tipton Co. Jail,2013,122.0
47167001,43CNT08408406200,WEST TENNESSEE DETEN FACILITY,1993,416.0
47167001,43CNT08408409000,TIPTON COUNTY,1993,
47169001,43CNT08508506000,TROUSDALE COUNTY JAIL,2006,38.0
47169001,43CNT08508506100,TROUSDALE COUNTY JAIL,2014,45.0
47171001,43CNT08608606000,UNICOI COUNTY,2004,48.0
47171001,43CNT08608606100,Unicoi Co. Jail,2013,100.0
47173001,43CNT08708706000,,1987,24.0
47173001,43CNT08708706100,Union Co. Jail,2013,76.0
47175001,43CNT08808806000,VAN BUREN COUNTY,1998,30.0
47175001,43CNT08808806100,Van Buren County Jail,2013,24.0
47177001,43CNT08908906100,,2018,251.0
47179001,43CNT09009006000,WASHINGTON COUNTY JAIL,2006,354.0
47179001,43CNT09009006100,,2018,620.0
47181001,43CNT09109106100,,2018,128.0
47183001,43CNT09209206000,,1992,39.0
47183001,43CNT09209206100,Weakley CountyJail,2013,129.0
47185001,43CNT09309306100,White Co. Jail,2013,165.0
47187001,43CNT09409406000,WILLIAMSON COUNTY,2004,454.0
47187001,43CNT09409406100,,2018,454.0
47189001,43CNT09509506100,,2018,462.0
47001001,43MUN00150106100,,1983,12.0
47011002,43MUN00600206100,,1983,28.0
47013002,43MUN00700206100,CITY JAIL,1988,20.0
47019001,43MUN01000106100,,1970,16.0
47037001,43MUN01900306000,,2018,2111.0
47037001,43MUN01900306300,DAVIDSON CO METROPOLITAN JAIL,1993,672.0
47037001,43MUN01900306400,METROPOLITAN WORKHOUSE,1991,280.0
47037001,43MUN01900306500,HILL BLDG DETENTION CENTER,1993,179.0
47037001,43MUN01900306600,DAVIDSON CO PRE-RELEASE CENTER,1993,163.0
47037001,43MUN01900306700,DUI CENTER,1993,168.0
47037001,43MUN01900306800,CORRECTIONAL CORP OF AMERICA,1993,872.0
47037001,43MUN01900309000,NASHVILLE & DAVIDSON COUNTY,1993,
47041002,43MUN02100406100,SMITHVILLE CITY JAIL,1999,9.0
47049001,43MUN02500106100,,1970,12.0
47051001,43MUN02600506100,,1970,10.0
47055001,43MUN02800406100,,1970,10.0
47059001,43MUN03000206100,,1983,48.0
47065001,43MUN03300106100,,1970,130.0
47093001,43MUN04700106100,,1983,108.0
47095001,43MUN04800206100,,1970,4.0
47103001,43MUN05200106100,,1970,8.0
47115002,43MUN05800206100,,1978,8.0
47125001,43MUN06300106100,,1970,25.0
47127002,43MUN06400106000,MOORE COUNTY JAIL,2006,20.0
47127002,43MUN06400106100,MOORE COUNTY JAIL,2014,17.0
47141001,43MUN07100306100,,1978,8.0
47155001,43MUN07800106100,,1970,6.0
47163001,43MUN08200206100,,1983,40.0
47163002,43MUN08200306100,,1978,36.0
47179002,43MUN09000106000,JOHNSON CITY JAIL,2006,103.0
47179002,43MUN09000106100,JOHNSON CITY JAIL,2014,88.0
47037002,43PRV01900306800,,2018,1394.0
47065003,43PRV03303306009,SILVERDALE  PENAL FARM - C.C.A.,2014,1062.0
47065003,43PRV03303306010,,2018,1086.0
47167002,43PRV08408406200,WEST TENNESSEE DET FAC - C.C.A.,2014,600.0
48001002,44CNT00100106000,ANDERSON COUNTY,2004,129.0
48001002,44CNT00100106100,,2018,132.0
48003001,44CNT00200206100,Andrews Co. Jail,2013,50.0
48005001,44CNT00300306000,ANGELINA COUNTY JAIL,2006,276.0
48005001,44CNT00300306100,,2018,279.0
48007001,44CNT00400406100,Aransas Co. Jail,2013,213.0
48009001,44CNT00500506100,Archer Co. Jail,2013,50.0
48011001,44CNT00600606100,Armstrong Co. Jail,2013,8.0
48013001,44CNT00700706000,ATASCOSA COUNTY,2004,138.0
48013001,44CNT00700706100,Atascosa Co. Jail,2013,138.0
48015001,44CNT00800806100,Austin Co. Jail,2013,87.0
48017002,44CNT00900906100,Bailey Co. Sheriffs Office,2013,96.0
48019001,44CNT01001006100,Bandera Co. Jail,2013,96.0
48021002,44CNT01101106000,BASTROP COUNTY JAIL,2006,232.0
48021002,44CNT01101106100,,2018,400.0
48023001,44CNT01201206100,BAYLOR COUNTY JAIL,1999,15.0
48025001,44CNT01301306000,BEE COUNTY JAIL,2006,128.0
48025001,44CNT01301306099,BEE COUNTY JAIL,2014,128.0
48025001,44CNT01301306100,Bee Co. Jail,2013,128.0
48027002,44CNT01401406000,BELL COUNTY LAW ENFORCEMENT CENTER,2006,706.0
48027002,44CNT01401406100,,2018,1175.0
48029001,44CNT01501506000,BEXAR COUNTY ADULT DETENTION CENTER,2006,4294.0
48029001,44CNT01501506100,,2018,4563.0
48031001,44CNT01601606000,BLANCO COUNTY,1998,7.0
48031001,44CNT01601606100,Blanco Co. Jail,2013,49.0
48033001,44CNT01701706100,,1978,3.0
48035001,44CNT01801806100,Bosque Co. Jail,2013,35.0
48035001,44CNT01801806200,,1983,8.0
48037002,44CNT01901906000,BOWIE COUNTY,2014,941.0
48037002,44CNT01901906100,BOWIE CO/BI-STATE JUSTICE CENTER,1993,480.0
48039002,44CNT02002006000,BRAZORIA COUNTY JAIL & DETENTION CENTER,2006,1151.0
48039002,44CNT02002006100,BRAZORIA COUNTY JAIL,1993,122.0
48039002,44CNT02002006200,BRAZORIA COUNTY DETENTION CENTER,1993,252.0
48039002,44CNT02002006300,,2018,1080.0
48039002,44CNT02002009000,BRAZORIA COUNTY,1993,
48041001,44CNT02102106000,,2018,1089.0
48041001,44CNT02102106100,BRAZOS COUNTY JAIL,1993,307.0
48043001,44CNT02202206000,,1992,17.0
48043001,44CNT02202206100,Brewster Co. Jail,2013,56.0
48045001,44CNT02302306100,,1970,4.0
48047001,44CNT02402406000,BROOKS COUNTY,1998,12.0
48047001,44CNT02402406100,,2018,26.0
48049001,44CNT02502506000,BROWN COUNTY,2004,192.0
48049001,44CNT02502506100,,1978,0.0
48049001,44CNT02502506200,,2018,196.0
48051001,44CNT02602606000,BURLESON COUNTY JAIL,2006,96.0
48051001,44CNT02602606100,BURLESON COUNTY JAIL,2014,96.0
48053001,44CNT02702706000,BURNET COUNTY,2004,98.0
48053001,44CNT02702706100,,2018,587.0
48055001,44CNT02802806000,,1992,176.0
48055001,44CNT02802806100,,2018,301.0
48057002,44CNT02902906000,CALHOUN COUNTY,1998,48.0
48057002,44CNT02902906100,Calhoun County Adult Detention Center,2013,49.0
48059001,44CNT03003006100,Callahan Co. Jail,2013,10.0
48061002,44CNT03103106000,,2018,1746.0
48061002,44CNT03103106100,,1978,274.0
48061002,44CNT03103106200,CAMERON COUNTY JAIL,1993,262.0
48061002,44CNT03103106300,CAMERON COUNTY DETENTION CENTER,1993,288.0
48061002,44CNT03103109000,CAMERON COUNTY,1993,
48063001,44CNT03203206000,,1992,10.0
48063001,44CNT03203206100,Camp Co. Jail,2013,34.0
48065001,44CNT03303306000,CARSON COUNTY,2004,24.0
48065001,44CNT03303306100,Carson Co. Jail,2013,48.0
48067001,44CNT03403406100,Cass Co. Jail,2013,96.0
48069002,44CNT03503506100,CASTRO COUNTY JAIL,2006,
48071001,44CNT03603606100,Chambers Co. Jail,2013,148.0
48073001,44CNT03703706100,COUNTY JAIL,1988,23.0
48073001,44CNT03703706200,CHEROKEE COUNTY JAIL,2006,
48075001,44CNT03803806100,,2018,94.0
48077001,44CNT03903906000,,1987,5.0
48077001,44CNT03903906100,Clay Co. Jail,2013,38.0
48079001,44CNT04004006100,Cochran Co. Jail,2013,13.0
48081001,44CNT04104106100,,1970,9.0
48083002,44CNT04204206000,,1992,15.0
48083002,44CNT04204206100,Coleman Co. Jail,2013,15.0
48085004,44CNT04304306000,COLLIN COUNTY JAIL,2006,1010.0
48085004,44CNT04304306100,,1978,64.0
48085004,44CNT04304306200,,2018,1298.0
48087001,44CNT04404406100,Collingsworth Co. Jail,2013,17.0
48089001,44CNT04504506000,COLORADO COUNTY,1998,100.0
48089001,44CNT04504506100,,2018,99.0
48091001,44CNT04604606000,COMAL COUNTY JAIL,2006,337.0
48091001,44CNT04604606100,COMAL COUNTY JAIL,2014,318.0
48093001,44CNT04704706000,COMANCHE COUNTY,2004,145.0
48093001,44CNT04704706100,,2018,145.0
48097002,44CNT04904906000,COOKE COUNTY,2004,73.0
48097002,44CNT04904906100,COOKE COUNTY JAIL,2006,
48099001,44CNT05005006000,CORYELL COUNTY,2004,92.0
48099001,44CNT05005006100,Coryell Co. Jail,2013,92.0
48101001,44CNT05105106100,COTTLE COUNTY JAIL,1993,8.0
48103001,44CNT05205206000,CRANE COUNTY,1998,22.0
48103001,44CNT05205206100,Crane Co. Jail,2013,24.0
48105001,44CNT05305306100,CROCKETT COUNTY JAIL,2006,
48107001,44CNT05405406100,Crosby Co. Jail,2013,11.0
48109001,44CNT05505506100,Culberson Co. Jail,2013,17.0
48111001,44CNT05605606000,DALLAM-HARTLEY REGIONAL JAIL,2006,51.0
48111001,44CNT05605606100,DALLAM-HARTLEY COUNTY JAIL,2017,51.0
48113001,44CNT05705705999,DALLAS COUNTY,2014,7126.0
48113001,44CNT05705706000,,2018,8215.0
48113001,44CNT05705706100,DALLAS CO GOVERNMENT CENTER JAIL,1993,1252.0
48113001,44CNT05705706200,DALLAS COUNTY OLD COUNTY JAIL,1993,648.0
48113001,44CNT05705706300,DALLAS CO DECKER DETENTION CTR,1993,1468.0
48113001,44CNT05705706400,DALLAS COUNTY LEW STERRETT,1993,1440.0
48113001,44CNT05705709000,DALLAS COUNTY,1993,
48115002,44CNT05805806000,,1987,15.0
48115002,44CNT05805806100,Dawson Co. Jail,2013,54.0
48117001,44CNT05905906000,DEAF SMITH COUNTY JAIL,2006,93.0
48117001,44CNT05905906100,DEAF SMITH COUNTY JAIL,2014,93.0
48119001,44CNT06006006100,Delta Co. Jail,2013,20.0
48121002,44CNT06106106000,DENTON COUNTY DETENTION CENTER,2006,1400.0
48121002,44CNT06106106099,DENTON COUNTY DETENTION CENTER,2014,1400.0
48121002,44CNT06106106100,,2018,1495.0
48123001,44CNT06206206000,DE WITT COUNTY,2004,51.0
48123001,44CNT06206206100,DeWitt Co. Jail,2013,161.0
48125001,44CNT06306306000,DICKENS COUNTY JAIL,2006,497.0
48125001,44CNT06306306100,DICKENS COUNTY JAIL,2014,8.0
48127001,44CNT06406406000,,1992,15.0
48127001,44CNT06406406100,Dimmit Co. Jail,2013,95.0
48129001,44CNT06506506100,,2018,20.0
48131001,44CNT06606606100,Duval Co. Jail,2013,33.0
48133001,44CNT06706706100,,1978,30.0
48133001,44CNT06706706200,EASTLAND COUNTY JAIL,2006,
48135001,44CNT06806806000,ECTOR COUNTY JAIL,2006,667.0
48135001,44CNT06806806100,ECTOR COUNTY JAIL,1993,237.0
48135001,44CNT06806806200,,2018,667.0
48137001,44CNT06906906100,Edwards Co. Jail,2013,24.0
48139001,44CNT07007006000,ELLIS COUNTY JAIL,2006,569.0
48139001,44CNT07007006100,,2018,856.0
48141002,44CNT07107106000,EL PASO COUNTY DETENTION FACILITY,2006,2440.0
48141002,44CNT07107106100,,2018,2906.0
48143001,44CNT07207206100,Erath Co. Jail,2013,144.0
48145001,44CNT07307306100,,1978,40.0
48145001,44CNT07307306200,FALLS COUNTY JAIL,1999,16.0
48147002,44CNT07407406100,Fannin Co. Jail,2013,528.0
48149001,44CNT07507506100,Fayette Co. Justice Ctr.,2013,45.0
48151002,44CNT07607606100,Fisher Co. Jail,2013,15.0
48153002,44CNT07707706000,,1987,7.0
48153002,44CNT07707706100,FLOYD COUNTY JAIL,1999,25.0
48155001,44CNT07807806100,FOARD COUNTY JAIL,1999,7.0
48157001,44CNT07907906000,FORT BEND COUNTY JAIL,2006,725.0
48157001,44CNT07907906100,,1978,62.0
48157001,44CNT07907906200,,2018,1766.0
48159001,44CNT08008006000,FRANKLIN COUNTY,2004,56.0
48159001,44CNT08008006100,Franklin Co. Jail,2013,112.0
48161001,44CNT08108106000,FREESTONE COUNTY,2004,44.0
48161001,44CNT08108106100,Freestone Co. Jail,2013,23.0
48163001,44CNT08208206000,FRIO COUNTY JAIL - C.S.C.,2006,391.0
48163001,44CNT08208206100,FRIO COUNTY JAIL,1993,197.0
48165001,44CNT08308306100,Gaines Co. Law Enforcment Ctr.,2013,32.0
48167003,44CNT08408406000,GALVESTON COUNTY JAIL,2006,881.0
48167003,44CNT08408406099,GALVESTON COUNTY JAIL,2014,1171.0
48167003,44CNT08408406100,,2018,1171.0
48169001,44CNT08508506100,Garza Co. Jail,2013,96.0
48171001,44CNT08608606000,,1987,16.0
48171001,44CNT08608606100,Gillespie Co. Jail,2013,15.0
48173001,44CNT08708706100,GLASSCOCK COUNTY JAIL,2006,
48175001,44CNT08808806000,GOLIAD COUNTY JAIL,2006,48.0
48175001,44CNT08808806100,GOLIAD COUNTY JAIL,2014,28.0
48177001,44CNT08908906100,Gonzales Co. Jail,2013,96.0
48179001,44CNT09009006000,GRAY COUNTY JAIL,2006,78.0
48179001,44CNT09009006100,GRAY COUNTY JAIL,2014,78.0
48181002,44CNT09109106000,GRAYSON COUNTY,2004,382.0
48181002,44CNT09109106100,Grayson Co. Jail,2013,480.0
48183003,44CNT09209206000,GREGG COUNTY JAIL,2006,568.0
48183003,44CNT09209206100,,2018,916.0
48185001,44CNT09309306100,Grimes Co. Jail,2013,111.0
48187001,44CNT09409406000,GUADALUPE COUNTY,2004,598.0
48187001,44CNT09409406100,,2018,598.0
48189001,44CNT09509506000,HALE COUNTY,2004,190.0
48189001,44CNT09509506100,Hale Co. Law Enforcement Ctr.,2013,194.0
48191002,44CNT09609606000,HALL COUNTY,1998,9.0
48191002,44CNT09609606100,Hall Co. Jail,2013,9.0
48193001,44CNT09709706000,,1987,9.0
48193001,44CNT09709706100,Hamilton Co. Jail,2013,24.0
48195001,44CNT09809806100,Hansford Co. Jail,2013,9.0
48197002,44CNT09909906100,Hardeman Co. Jail,2013,11.0
48199001,44CNT10010006000,HARDIN COUNTY,2004,127.0
48199001,44CNT10010006100,,2018,196.0
48201006,44CNT10110106000,,2018,10258.0
48201006,44CNT10110106200,HARRIS COUNTY JAIL,1993,4000.0
48201006,44CNT10110106300,HARRIS CO DOWNTOWN CENTRAL JAIL,1993,4579.0
48201006,44CNT10110106400,HARRIS CO DETENTION CENTER,1993,799.0
48201006,44CNT10110106500,HARRIS COUNTY JAIL,1993,422.0
48201006,44CNT10110109000,HARRIS COUNTY,1993,
48203002,44CNT10210206000,HARRISON COUNTY JAIL,2006,150.0
48203002,44CNT10210206100,HARRISON COUNTY JAIL,2014,350.0
48205001,44CNT10310306000,HARTLEY COUNTY,1998,7.0
48205001,44CNT10310306100,HARTLEY COUNTY JAIL,1999,7.0
48207001,44CNT10410406100,HASKELL COUNTY JAIL,2006,
48209001,44CNT10510506000,HAYS COUNTY JAIL,2006,362.0
48209001,44CNT10510506100,,1978,24.0
48209001,44CNT10510506200,,2018,362.0
48211001,44CNT10610606100,Hemphill Co. Jail,2013,18.0
48213001,44CNT10710706000,HENDERSON COUNTY,2004,227.0
48213001,44CNT10710706100,,2018,510.0
48215002,44CNT10810806000,HIDALGO COUNTY ADULT DETENTION CENTER,2006,1232.0
48215002,44CNT10810806100,,2018,1232.0
48217001,44CNT10910906000,,1992,88.0
48217001,44CNT10910906100,Hill Co. Law Enforcement Ctr.,2013,203.0
48219001,44CNT11011006000,HOCKLEY COUNTY,2004,64.0
48219001,44CNT11011006100,Hockley Co. Jail,2013,64.0
48221001,44CNT11111106000,HOOD COUNTY JAIL,2006,194.0
48221001,44CNT11111106100,,1978,12.0
48221001,44CNT11111106200,HOOD COUNTY JAIL,2014,192.0
48223001,44CNT11211206000,HOPKINS COUNTY,1998,58.0
48223001,44CNT11211206100,Hopkins County Jail,2013,100.0
48225001,44CNT11311306100,Houston Co. Jail,2013,144.0
48227002,44CNT11411406100,Howard Co. Jail,2013,86.0
48229001,44CNT11511506000,HUDSPETH COUNTY JAIL,2006,118.0
48229001,44CNT11511506100,HUDSPETH COUNTY JAIL,2014,118.0
48229001,44CNT11511506200,,1970,12.0
48231001,44CNT11611606000,HUNT COUNTY CRIMINAL JUSTICE CENTER,2006,342.0
48231001,44CNT11611606099,HUNT COUNTY CRIMINAL JUSTICE CENTER,2014,388.0
48231001,44CNT11611606100,Hunt Co. Criminal Justice Ctr.,2013,389.0
48233001,44CNT11711706100,,1983,41.0
48233001,44CNT11711706200,Hutchinson Co. Jail,2013,70.0
48237001,44CNT11911906000,JACK COUNTY JAIL,2006,96.0
48237001,44CNT11911906100,JACK COUNTY JAIL,2014,96.0
48239001,44CNT12012006000,JACKSON COUNTY,1998,77.0
48239001,44CNT12012006100,,1978,24.0
48239001,44CNT12012006200,,2018,77.0
48241001,44CNT12112106000,JASPER COUNTY,2004,46.0
48241001,44CNT12112106100,Jasper Co. Law Enforcement Ctr.,2013,144.0
48245003,44CNT12312306000,JEFFERSON CO DOWNTOWN JAIL - CSC,2006,1728.0
48245003,44CNT12312306100,,2018,1215.0
48245003,44CNT12312306200,,1970,149.0
48247001,44CNT12412406100,JIM HOGG COUNTY JAIL,2006,
48249001,44CNT12512506100,Jim Wells Co. Jail,2013,90.0
48251001,44CNT12612606000,JOHNSON COUNTY JAIL,2006,484.0
48251001,44CNT12612606100,,2018,1105.0
48253002,44CNT12712706100,Jones Co. Jail,2013,96.0
48255001,44CNT12812806100,KARNES COUNTY JAIL,2006,
48257002,44CNT12912906100,,2018,535.0
48259001,44CNT13013006100,,2018,60.0
48265002,44CNT13313306000,,1987,63.0
48265002,44CNT13313306100,,1978,16.0
48265002,44CNT13313306200,,2018,328.0
48267001,44CNT13413406100,Kimble Co. Jail,2013,18.0
48269001,44CNT13513506100,,1978,6.0
48271001,44CNT13613606000,KINNEY COUNTY,1998,28.0
48271001,44CNT13613606100,Kinney Co. Jail,2013,28.0
48273002,44CNT13713706000,KLEBERG COUNTY JAIL,2006,124.0
48273002,44CNT13713706100,,2018,160.0
48275001,44CNT13813806000,KNOX COUNTY JAIL,2006,14.0
48275001,44CNT13813806100,KNOX COUNTY JAIL,2014,14.0
48277002,44CNT13913906000,LAMAR COUNTY JAIL,2006,196.0
48277002,44CNT13913906100,Lamar Co. Jail,2013,196.0
48279001,44CNT14014006100,T.L. Timmons Law Enforcement Ctr.,2013,54.0
48281001,44CNT14114106100,Lampasas Co. Jail,2013,37.0
48283001,44CNT14214206100,LA SALLE COUNTY JAIL,1993,48.0
48285001,44CNT14314306100,Lavaca Co. Jail,2013,48.0
48287001,44CNT14414406100,Lee Co. Jail,2013,106.0
48289001,44CNT14514506100,Leon Co. Jail,2013,53.0
48291001,44CNT14614606000,LIBERTY COUNTY JAIL - C.C.A.,2006,372.0
48291001,44CNT14614606100,LIBERTY COUNTY JAIL,1993,286.0
48291001,44CNT14614606200,,1970,50.0
48293002,44CNT14714706000,LIMESTONE COUNTY DETENTION CENTER-CIVIGENICS,2006,914.0
48293002,44CNT14714706100,LIMESTONE COUNTY JAIL,2014,214.0
48295001,44CNT14814806000,,1987,13.0
48295001,44CNT14814806100,Lipscomb Co. Jail,2013,13.0
48297001,44CNT14914906000,,1987,20.0
48297001,44CNT14914906100,Live Oak Co. Jail,2013,96.0
48299001,44CNT15015006100,,2018,54.0
48303003,44CNT15215206000,LUBBOCK COUNTY,2004,794.0
48303003,44CNT15215206100,,1978,293.0
48303003,44CNT15215206200,,2018,1512.0
48305001,44CNT15315306100,Lynn Co. Jail,2013,54.0
48307001,44CNT15415406100,McCulloch Co. Jail,2013,22.0
48309004,44CNT15515506000,MCLENNAN COUNTY JAIL,2006,931.0
48309004,44CNT15515506100,,2018,941.0
48309004,44CNT15515506200,MCLENNAN COUNTY MAXIMUM,1993,238.0
48309004,44CNT15515509000,MCLENNAN COUNTY,1993,
48311001,44CNT15615606100,,1970,6.0
48313001,44CNT15715706000,MADISON COUNTY,2004,51.0
48313001,44CNT15715706100,Madison Co. Jail,2013,51.0
48315001,44CNT15815806100,Marion Co. Jail,2013,36.0
48317001,44CNT15915906100,Martin Co. Jail,2013,16.0
48319001,44CNT16016006000,MASON COUNTY,1998,5.0
48319001,44CNT16016006100,Mason Co. Jail,2013,5.0
48321001,44CNT16116106000,MATAGORDA COUNTY JAIL,2006,89.0
48321001,44CNT16116106100,,2018,192.0
48323001,44CNT16216206100,Tom Bowles Detention Center,2013,250.0
48325001,44CNT16316306000,MEDINA COUNTY JAIL,2006,96.0
48325001,44CNT16316306100,MEDINA COUNTY JAIL,2014,96.0
48327001,44CNT16416406100,Menard Co. Jail,2013,8.0
48329002,44CNT16516506000,MIDLAND COUNTY,2004,306.0
48329002,44CNT16516506100,,2018,500.0
48331002,44CNT16616606000,MILAM COUNTY,1998,46.0
48331002,44CNT16616606100,Milam Co. Jail,2013,160.0
48333001,44CNT16716706100,Mills Co. Jail,2013,4.0
48335001,44CNT16816806100,Mitchell Co. Jail,2013,72.0
48337002,44CNT16916906100,,1978,12.0
48337002,44CNT16916906200,,2018,101.0
48339001,44CNT17017006000,MONTGOMERY COUNTY JAIL,2006,1155.0
48339001,44CNT17017006100,,2018,1253.0
48341001,44CNT17117106000,MOORE COUNTY,1998,62.0
48341001,44CNT17117106100,,1978,22.0
48341001,44CNT17117106200,Moore Co. Jail,2013,62.0
48343001,44CNT17217206100,Morris Co. Jail,2013,48.0
48345001,44CNT17317306100,,1970,15.0
48347001,44CNT17417406000,NACOGDOCHES COUNTY JAIL,2006,292.0
48347001,44CNT17417406100,NACOGDOCHES COUNTY JAIL,2014,292.0
48349001,44CNT17517506000,NAVARRO COUNTY,1998,290.0
48349001,44CNT17517506100,Navarro Co. Justice Center,2013,290.0
48351002,44CNT17617606000,NEWTON COUNTY JAIL,2006,886.0
48351002,44CNT17617606100,NEWTON COUNTY JAIL,2014,14.0
48351002,44CNT17617606200,NEWTON COUNTY DETENTION FACILITY,1993,536.0
48351002,44CNT17617609000,NEWTON COUNTY,1993,
48353002,44CNT17717706000,NOLAN COUNTY JAIL,2006,54.0
48353002,44CNT17717706100,Nolan Co. Jail,2013,54.0
48355003,44CNT17817806000,NUECES COUNTY JAIL,2006,1020.0
48355003,44CNT17817806100,NUECES COUNTY SHERIFFS OFFICE,2016,1068.0
48357001,44CNT17917906000,OCHILTREE COUNTY,2004,32.0
48357001,44CNT17917906100,Ochiltree Co. Jail,2013,32.0
48359001,44CNT18018006100,,2018,10.0
48361002,44CNT18118106000,,1992,135.0
48361002,44CNT18118106100,,1978,52.0
48361002,44CNT18118106200,Orange Co. Jail,2013,326.0
48363001,44CNT18218206000,PALO PINTO COUNTY,1998,142.0
48363001,44CNT18218206100,,1978,24.0
48363001,44CNT18218206200,Palo Pinto Co. Law Enforcement Ctr.,2013,142.0
48365001,44CNT18318306100,,2018,160.0
48367001,44CNT18418406000,PARKER COUNTY,2004,169.0
48367001,44CNT18418406100,Parker Co. Jail,2013,449.0
48369002,44CNT18518506100,Parmer Co. Jail,2013,45.0
48371001,44CNT18618606100,Pecos Co. Jail,2013,48.0
48373001,44CNT18718706000,POLK COUNTY,2004,119.0
48373001,44CNT18718706010,IAH Secure Adult Detention Facility,2013,1054.0
48373001,44CNT18718706100,,2018,362.0
48375002,44CNT18818806000,POTTER COUNTY DETENTION CENTER,2006,596.0
48375002,44CNT18818806100,,2018,599.0
48375002,44CNT18818806200,,1978,101.0
48377001,44CNT18918906100,Presidio County Jail,2013,103.0
48379001,44CNT19019006100,Rains Co. Law Enforcement Ctr.,2013,47.0
48381001,44CNT19119106000,RANDALL COUNTY JAIL,2006,310.0
48381001,44CNT19119106100,RANDALL COUNTY JAIL,2014,454.0
48383001,44CNT19219206100,REAGAN COUNTY JAIL,2006,
48387001,44CNT19419406000,RED RIVER COUNTY,2004,96.0
48387001,44CNT19419406100,Red River Co. Law Enforcement Ctr.,2013,95.0
48389001,44CNT19519506000,Reeves Co. Jail,2013,84.0
48389001,44CNT19519506100,REEVES CO CORRECTIONAL FACILITY,1993,82.0
48389001,44CNT19519506200,REEVES CO LAW ENFORCEMENT CENTER,1993,524.0
48389001,44CNT19519509000,REEVES COUNTY,1993,
48391001,44CNT19619606000,,1987,26.0
48391001,44CNT19619606100,Refugio Co. Jail,2013,60.0
48393001,44CNT19719706100,COUNTY JAIL,1988,3.0
48395001,44CNT19819806000,ROBERTSON COUNTY JAIL,2006,53.0
48395001,44CNT19819806100,ROBERTSON COUNTY JAIL,2014,53.0
48397001,44CNT19919906000,ROCKWALL COUNTY JAIL,2006,223.0
48397001,44CNT19919906100,,2018,243.0
48399001,44CNT20020006100,Runnels Co. Jail,2013,84.0
48401001,44CNT20120106100,Rusk County Justice Center,2013,292.0
48403001,44CNT20220206000,SABINE COUNTY JAIL,2006,17.0
48403001,44CNT20220206100,SABINE COUNTY JAIL,2014,17.0
48405001,44CNT20320306100,San Augustine Co. Jail,2013,34.0
48407001,44CNT20420406100,,1978,15.0
48407001,44CNT20420406200,San Jacinto Co. Jail,2013,8.0
48409002,44CNT20520506000,SAN PATRICIO COUNTY JAIL,2006,236.0
48409002,44CNT20520506099,SAN PATRICIO COUNTY JAIL,2014,236.0
48409002,44CNT20520506100,San Patricio Co. Jail,2013,236.0
48411001,44CNT20620606100,San Saba Co. Jail,2013,8.0
48413001,44CNT20720706000,SCHLEICHER COUNTY,2004,15.0
48413001,44CNT20720706100,Schleicher Co. Jail,2013,10.0
48415002,44CNT20820806100,,1978,29.0
48415002,44CNT20820806200,Scurry Co. Jail,2013,144.0
48417001,44CNT20920906000,,1992,10.0
48417001,44CNT20920906100,Shackleford Co. Jail,2013,20.0
48419001,44CNT21021006000,SHELBY COUNTY JAIL,2006,66.0
48419001,44CNT21021006100,Shelby Co. Jail,2013,66.0
48421001,44CNT21121106100,Sherman Co. Jail,2013,13.0
48423001,44CNT21221206000,,2018,1149.0
48423001,44CNT21221206100,SMITH COUNTY JAIL,1993,278.0
48423001,44CNT21221206200,SMITH COUNTY WOMENS FACILITY,1993,47.0
48423001,44CNT21221206300,SMITH COUNTY MINIMUM SECURITY,1993,240.0
48423001,44CNT21221209000,SMITH COUNTY,1993,
48425001,44CNT21321306100,Somervell Co. Jail,2013,57.0
48427001,44CNT21421406000,STARR COUNTY JAIL,2006,275.0
48427001,44CNT21421406100,STARR COUNTY JAIL,2014,275.0
48429001,44CNT21521506000,,1992,21.0
48429001,44CNT21521506100,,2018,48.0
48431001,44CNT21621606100,STERLING COUNTY JAIL,1988,6.0
48433001,44CNT21721706100,Stonewall Co. Jail,2013,10.0
48435001,44CNT21821806000,,1992,28.0
48435001,44CNT21821806100,,1978,10.0
48435001,44CNT21821806200,Sutton Co. Jail,2013,28.0
48437002,44CNT21921906100,,2018,14.0
48439010,44CNT22022006000,TARRANT COUNTY SHERIFFS DEPARTMENT,2017,5004.0
48439010,44CNT22022006100,TARRANT COUNTY JAIL,1993,1288.0
